T13,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
380,Italy,1995,GDP per capita (US dollars),"20,650",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2005,GDP per capita (US dollars),"31,915",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2010,GDP per capita (US dollars),"35,673",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2015,GDP per capita (US dollars),"30,480",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2019,GDP per capita (US dollars),"33,674",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2020,GDP per capita (US dollars),"31,878",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2021,GDP per capita (US dollars),"35,579",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,1995,GDP in constant 2015 prices (millions of US dollars),"1,662,885",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2005,GDP in constant 2015 prices (millions of US dollars),"1,927,161",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2010,GDP in constant 2015 prices (millions of US dollars),"1,899,562",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2015,GDP in constant 2015 prices (millions of US dollars),"1,835,899",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2019,GDP in constant 2015 prices (millions of US dollars),"1,917,386",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2020,GDP in constant 2015 prices (millions of US dollars),"1,744,056",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2021,GDP in constant 2015 prices (millions of US dollars),"1,861,557",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,1995,GDP real rates of growth (percent),2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2005,GDP real rates of growth (percent),0.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2010,GDP real rates of growth (percent),1.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2015,GDP real rates of growth (percent),0.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2019,GDP real rates of growth (percent),0.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2020,GDP real rates of growth (percent),-9.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
380,Italy,2021,GDP real rates of growth (percent),6.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,1995,GDP in current prices (millions of US dollars),"6,578",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2005,GDP in current prices (millions of US dollars),"11,244",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2010,GDP in current prices (millions of US dollars),"13,221",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2015,GDP in current prices (millions of US dollars),"14,198",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2019,GDP in current prices (millions of US dollars),"15,831",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2020,GDP in current prices (millions of US dollars),"13,812",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2021,GDP in current prices (millions of US dollars),"14,658",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,1995,GDP per capita (US dollars),"2,621",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2005,GDP per capita (US dollars),"4,200",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2010,GDP per capita (US dollars),"4,836",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2015,GDP per capita (US dollars),"5,081",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2019,GDP per capita (US dollars),"5,626",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2020,GDP per capita (US dollars),"4,897",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2021,GDP per capita (US dollars),"5,184",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,1995,GDP in constant 2015 prices (millions of US dollars),"13,067",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2005,GDP in constant 2015 prices (millions of US dollars),"14,086",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2010,GDP in constant 2015 prices (millions of US dollars),"13,748",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2015,GDP in constant 2015 prices (millions of US dollars),"14,198",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2019,GDP in constant 2015 prices (millions of US dollars),"14,943",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2020,GDP in constant 2015 prices (millions of US dollars),"13,442",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2021,GDP in constant 2015 prices (millions of US dollars),"14,061",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,1995,GDP real rates of growth (percent),1.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2005,GDP real rates of growth (percent),0.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
388,Jamaica,2010,GDP real rates of growth (percent),-1.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
